yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,17707,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2003,2003,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,3120,31.1667049,36.941628,59.36075159783851,25.01346951967388
2003,2003,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,World,World,2933391,31.1667049,36.941628,,
2003,2003,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Iraq, Iraq,2840384,31.1667049,36.941628,,
2003,2003,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Kuwait, Kuwait,2398,31.1667049,36.941628,,
2003,2003,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Qatar, Qatar,5078,31.1667049,36.941628,,
2003,2003,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,10908,31.1667049,36.941628,,
2003,2003,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,State of Palestine, State of Palestine,901,31.1667049,36.941628,,
2003,2003,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,37357,31.1667049,36.941628,,
