yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,9702067,25.62,42.35,-16.85099460447687,133.4130365630627
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,8858416,25.62,42.35,37.977378106878206,73.97804075806764
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,2174752,25.62,42.35,51.67568633314729,27.673469819741847
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,3365959,25.62,42.35,,
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,1144190,25.62,42.35,17.925141963241547,-78.01492950057497
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,29204913,25.62,42.35,43.897683433510366,-100.08947125585888
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,21855335,25.62,42.35,59.36075159783851,25.01346951967388
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1478112,25.62,42.35,10.528384761701911,103.08333472012376
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,14349652,25.62,42.35,40.12399607988535,20.742583178432696
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,271517,25.62,42.35,6.06272746187266,22.727528470146083
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,92706,25.62,42.35,26.42921218083572,52.86847103284948
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,38664576,25.62,42.35,47.92172048214207,7.866753258497997
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,173701025,25.62,42.35,,
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,10335,25.62,42.35,,
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,15420,25.62,42.35,,
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Georgia, Georgia,34974,25.62,42.35,,
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,1091434,25.62,42.35,,
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,58138,25.62,42.35,,
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,36658,25.62,42.35,,
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,252376,25.62,42.35,,
2021,2021,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,16627234,25.62,42.35,,
