yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2000,2000,Export,Comoros,22,"Beverages, spirits and vinegar",Sub-Saharan Africa,Africa,2618
2000,2000,Export,Comoros,22,"Beverages, spirits and vinegar",World,World,2618
