yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,37210,25.3336984,51.2295295,-16.85099460447687,133.4130365630627
2018,2018,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,783057,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2018,2018,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1242465,25.3336984,51.2295295,,
