yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,5200,33.7680065,66.2385139,43.897683433510366,-100.08947125585888
2009,2009,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,4222,33.7680065,66.2385139,47.92172048214207,7.866753258497997
2009,2009,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,World,World,157494,33.7680065,66.2385139,,
