yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,World,World,241680,26.1551249,50.5344606,,
2005,2005,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin, Kuwait, Kuwait,9947,26.1551249,50.5344606,,
2005,2005,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin, Qatar, Qatar,178891,26.1551249,50.5344606,,
2005,2005,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin, Saudi Arabia, Saudi Arabia,36367,26.1551249,50.5344606,,
