yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Import,Comoros,World,36.0,Explosives; pyrotechnic products; matches,187167.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2011,2011.0,Import,Comoros,Mayotte,36.0,Explosives; pyrotechnic products; matches,258.0,,-12.2045176,44.2832964,-12.825543,45.148490830203045
2011,2011.0,Import,Comoros,France,36.0,Explosives; pyrotechnic products; matches,2631.0,,-12.2045176,44.2832964,46.603354,1.8883335
2011,2011.0,Import,Comoros,South Africa,36.0,Explosives; pyrotechnic products; matches,151417.0,,-12.2045176,44.2832964,-28.8166236,24.991639
2011,2011.0,Import,Comoros,United Arab Emirates,36.0,Explosives; pyrotechnic products; matches,32798.0,,-12.2045176,44.2832964,24.0002488,53.9994829
2011,2011.0,Import,Comoros,United Rep. of Tanzania,36.0,Explosives; pyrotechnic products; matches,60.0,,-12.2045176,44.2832964,,
