yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,1597391,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,2615,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,40635434,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,29876727,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,23375113,38.9597594,34.9249653,,
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,18823294,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,23052419,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,84788801,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,6275568,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,369545,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,40632027,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,352311,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,1147,38.9597594,34.9249653,,
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,279659,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,180139335,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,467570622,38.9597594,34.9249653,,
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,647,38.9597594,34.9249653,,
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,7611,38.9597594,34.9249653,,
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,23154,38.9597594,34.9249653,,
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,559947,38.9597594,34.9249653,,
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,39540,38.9597594,34.9249653,,
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,9176,38.9597594,34.9249653,,
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Morocco, Morocco,292,38.9597594,34.9249653,,
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,744170,38.9597594,34.9249653,,
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,474524,38.9597594,34.9249653,,
2015,2015,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,25943,38.9597594,34.9249653,,
