yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2003,2003.0,Import,Oman,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,21638.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2003,2003.0,Import,Oman,Jordan,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,57.0,,21.0000287,57.0036901,31.1667049,36.941628
2003,2003.0,Import,Oman,Qatar,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,9732.0,,21.0000287,57.0036901,25.3336984,51.2295295
2003,2003.0,Import,Oman,India,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,130.0,,21.0000287,57.0036901,22.3511148,78.6677428
2003,2003.0,Import,Oman,United Arab Emirates,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,3865.0,,21.0000287,57.0036901,24.0002488,53.9994829
2003,2003.0,Import,Oman,United Rep. of Tanzania,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,7854.0,,21.0000287,57.0036901,,
