yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Djibouti,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,33668,,,37.977378106878206,73.97804075806764
2009,2009,Import,Djibouti,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,5160,,,51.67568633314729,27.673469819741847
2009,2009,Import,Djibouti,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,15703,,,19.569604022535763,12.47761721199581
2009,2009,Import,Djibouti,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,5794,,,43.897683433510366,-100.08947125585888
2009,2009,Import,Djibouti,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,1226,,,6.06272746187266,22.727528470146083
2009,2009,Import,Djibouti,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,846475,,,47.92172048214207,7.866753258497997
2009,2009,Import,Djibouti,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1198983,,,,
