yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,128830,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,12302886,30.3308401,71.247499,37.977378106878206,73.97804075806764
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,13617,30.3308401,71.247499,51.67568633314729,27.673469819741847
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,18412,30.3308401,71.247499,,
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,8680,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,2321316,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,7485792,30.3308401,71.247499,59.36075159783851,25.01346951967388
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Polynesia,Oceania,8119,30.3308401,71.247499,-5.109184731250752,167.40343615892436
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,4968270,30.3308401,71.247499,10.528384761701911,103.08333472012376
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,79867,30.3308401,71.247499,25.499703063807168,75.5024015339642
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1796519,30.3308401,71.247499,40.12399607988535,20.742583178432696
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,26040,30.3308401,71.247499,6.06272746187266,22.727528470146083
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,671108,30.3308401,71.247499,26.42921218083572,52.86847103284948
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,6792755,30.3308401,71.247499,47.92172048214207,7.866753258497997
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,40624013,30.3308401,71.247499,,
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,17183,30.3308401,71.247499,,
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,758525,30.3308401,71.247499,,
2011,2011,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,316444,30.3308401,71.247499,,
