yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Export,Iraq,World,25.0,Salt; sulfur; earths and stone; plastering materials,246700.0,,33.0955793,44.1749775,-36.8535712,174.7456809
2010,2010.0,Export,Iraq,Jordan,25.0,Salt; sulfur; earths and stone; plastering materials,32500.0,,33.0955793,44.1749775,31.1667049,36.941628
2010,2010.0,Export,Iraq,Lebanon,25.0,Salt; sulfur; earths and stone; plastering materials,214200.0,,33.0955793,44.1749775,33.8750629,35.843409
