yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,11578090,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,6750,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,227920,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,327058,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,114085,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,717310,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,9739901,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,636042,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,301250,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,180535,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,5298,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,964568,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,12594061,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,World,World,80845479,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Cyprus, Cyprus,116292,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,97893,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,448284,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,420021,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Morocco, Morocco,224646,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,633520,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Pakistan, Pakistan,202,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,39337184,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,427983,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,194010,26.1551249,50.5344606,,
