yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Import,State of Palestine,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,1089827,31.46,34.26,37.977378106878206,73.97804075806764
2014,2014,Import,State of Palestine,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Egypt,Egypt,11128,31.46,34.26,,
2014,2014,Import,State of Palestine,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Europe,Europe,18,31.46,34.26,59.36075159783851,25.01346951967388
2014,2014,Import,State of Palestine,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,South-eastern Asia,Asia,55694,31.46,34.26,10.528384761701911,103.08333472012376
2014,2014,Import,State of Palestine,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Europe,Europe,160712,31.46,34.26,40.12399607988535,20.742583178432696
2014,2014,Import,State of Palestine,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,817646,31.46,34.26,26.42921218083572,52.86847103284948
2014,2014,Import,State of Palestine,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,20638,31.46,34.26,47.92172048214207,7.866753258497997
2014,2014,Import,State of Palestine,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,4790673,31.46,34.26,,
2014,2014,Import,State of Palestine,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Israel, Israel,2534060,31.46,34.26,,
2014,2014,Import,State of Palestine,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Jordan, Jordan,124,31.46,34.26,,
