yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Re-Export,Pakistan,World,36.0,Explosives; pyrotechnic products; matches,20201.0,,30.3308401,71.247499,-36.8535712,174.7456809
2005,2005.0,Re-Export,Pakistan,Japan,36.0,Explosives; pyrotechnic products; matches,20153.0,,30.3308401,71.247499,36.5748441,139.2394179
2005,2005.0,Re-Export,Pakistan,United Kingdom,36.0,Explosives; pyrotechnic products; matches,49.0,,30.3308401,71.247499,54.7023545,-3.2765753
