yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Re-Export,Oman,World,11.0,Products of the milling industry; malt; starches; inulin,577927.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2011,2011.0,Re-Export,Oman,Qatar,11.0,Products of the milling industry; malt; starches; inulin,471.0,,21.0000287,57.0036901,25.3336984,51.2295295
2011,2011.0,Re-Export,Oman,Somalia,11.0,Products of the milling industry; malt; starches; inulin,406067.0,,21.0000287,57.0036901,8.3676771,49.083416
2011,2011.0,Re-Export,Oman,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin,171389.0,,21.0000287,57.0036901,24.0002488,53.9994829
