yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Re-Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,6447,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2011,2011,Re-Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,86418,26.1551249,50.5344606,,
2011,2011,Re-Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,614,26.1551249,50.5344606,,
2011,2011,Re-Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,3301,26.1551249,50.5344606,,
2011,2011,Re-Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,50630,26.1551249,50.5344606,,
2011,2011,Re-Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,3963,26.1551249,50.5344606,,
