yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Australia and New Zealand,Oceania,656440,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Iraq, Iraq,325739036,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Israel, Israel,6913606,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Jordan, Jordan,4933551,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Kuwait, Kuwait,716854,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Lebanon, Lebanon,1073791,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Libya, Libya,559102,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Malta, Malta,50873,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Mauritania, Mauritania,404,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Morocco, Morocco,139009,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Oman, Oman,6352367,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Pakistan, Pakistan,4653097,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Qatar, Qatar,212186,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Saudi Arabia, Saudi Arabia,10211228,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,State of Palestine, State of Palestine,5581134,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,United Arab Emirates, United Arab Emirates,9108306,38.9597594,34.9249653,,
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Yemen, Yemen,6476644,38.9597594,34.9249653,,
