yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,2333,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,536706,24.0002488,53.9994829,39.89317229901691,61.060280637304274
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,104582,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,13727,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,471644,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,14327,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1672,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,164261,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,455734,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,7614267,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1658,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,1957998,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,564105,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,9512,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,184972,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,12914,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,29742425,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Afghanistan, Afghanistan,652431,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,603389,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Azerbaijan, Azerbaijan,138139,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,278399,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Comoros, Comoros,2852,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Cyprus, Cyprus,291,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Djibouti, Djibouti,23111,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,8451,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,1402653,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,422751,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,1697389,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,496504,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,30142,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Mauritania, Mauritania,5390,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,33571,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,1720837,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,1074084,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,589533,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,4013194,24.0002488,53.9994829,,
2012,2012,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,335329,24.0002488,53.9994829,,
