yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,1038076,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,4746645,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,131769833,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,67176694,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,3520383,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Northern Africa,Africa,10869804,38.9597594,34.9249653,19.569604022535763,12.47761721199581
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,72597845,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,14041484,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,8211658,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,4971092,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,322993634,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,31491349,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,32359864,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,85507965,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2005,2005,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,World,World,1124128946,38.9597594,34.9249653,,
