yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2010,2010,Import,Comoros,73,Articles of iron or steel,Eastern Asia,Asia,305672
2010,2010,Import,Comoros,73,Articles of iron or steel,Eastern Europe,Europe,318
2010,2010,Import,Comoros,73,Articles of iron or steel,Latin America and the Caribbean,Americas,26
2010,2010,Import,Comoros,73,Articles of iron or steel,Northern Africa,Africa,1123
2010,2010,Import,Comoros,73,Articles of iron or steel,Polynesia,Oceania,2132
2010,2010,Import,Comoros,73,Articles of iron or steel,South-eastern Asia,Asia,376773
2010,2010,Import,Comoros,73,Articles of iron or steel,Southern Europe,Europe,382
2010,2010,Import,Comoros,73,Articles of iron or steel,Sub-Saharan Africa,Africa,23367
2010,2010,Import,Comoros,73,Articles of iron or steel,Western Asia,Asia,50489
2010,2010,Import,Comoros,73,Articles of iron or steel,Western Europe,Europe,390028
2010,2010,Import,Comoros,73,Articles of iron or steel,World,World,1813474
