yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,326578,25.6242618,42.3528328,40.12399607988535,20.742583178432696
2007,2007,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,1171838,25.6242618,42.3528328,6.06272746187266,22.727528470146083
2007,2007,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,102456,25.6242618,42.3528328,26.42921218083572,52.86847103284948
2007,2007,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,2042179,25.6242618,42.3528328,,
