yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,23820,31.17,-7.33,37.977378106878206,73.97804075806764
2016,2016,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,6286,31.17,-7.33,51.67568633314729,27.673469819741847
2016,2016,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,30755,31.17,-7.33,43.897683433510366,-100.08947125585888
2016,2016,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,205580,31.17,-7.33,59.36075159783851,25.01346951967388
2016,2016,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,385627,31.17,-7.33,40.12399607988535,20.742583178432696
2016,2016,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,188137,31.17,-7.33,26.42921218083572,52.86847103284948
2016,2016,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,3416698,31.17,-7.33,47.92172048214207,7.866753258497997
2016,2016,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,4478251,31.17,-7.33,,
2016,2016,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,39453,31.17,-7.33,,
