yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,14960,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Central Asia,Asia,1026145,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,510229,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,3847143,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,1034738,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,1942395,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,648347,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,1182960,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,172398,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,1778993,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,322,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,1042738,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,4206654,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;,World,World,79885476,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Afghanistan, Afghanistan,63836,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Algeria, Algeria,83276,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Azerbaijan, Azerbaijan,3998217,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Bahrain, Bahrain,1005310,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Cyprus, Cyprus,4183296,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Georgia, Georgia,3373342,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Iraq, Iraq,11889887,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Israel, Israel,1762289,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,516893,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,7441881,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,1306823,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Libya, Libya,44726,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Malta, Malta,41608,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Morocco, Morocco,27288,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,11044,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Pakistan, Pakistan,2032756,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Qatar, Qatar,934550,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,16029512,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,2039584,38.9597594,34.9249653,,
2005,2005,Export,Turkey,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,137135,38.9597594,34.9249653,,
