yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,43467,25.6242618,42.3528328,6.06272746187266,22.727528470146083
2002,2002,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,World,World,82667,25.6242618,42.3528328,,
2002,2002,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin, Yemen, Yemen,39200,25.6242618,42.3528328,,
