yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2014,2014,Import,Cyprus,91,Clocks and watches and parts thereof,Australia and New Zealand,Oceania,5023
2014,2014,Import,Cyprus,91,Clocks and watches and parts thereof,Eastern Asia,Asia,1381006
2014,2014,Import,Cyprus,91,Clocks and watches and parts thereof,Eastern Europe,Europe,563794
2014,2014,Import,Cyprus,91,Clocks and watches and parts thereof,Latin America and the Caribbean,Americas,66
2014,2014,Import,Cyprus,91,Clocks and watches and parts thereof,Northern America,Americas,92055
2014,2014,Import,Cyprus,91,Clocks and watches and parts thereof,Northern Europe,Europe,5344701
2014,2014,Import,Cyprus,91,Clocks and watches and parts thereof,South-eastern Asia,Asia,10196
2014,2014,Import,Cyprus,91,Clocks and watches and parts thereof,Southern Europe,Europe,32294273
2014,2014,Import,Cyprus,91,Clocks and watches and parts thereof,Sub-Saharan Africa,Africa,879
2014,2014,Import,Cyprus,91,Clocks and watches and parts thereof,Western Asia,Asia,118
2014,2014,Import,Cyprus,91,Clocks and watches and parts thereof,Western Europe,Europe,13633446
2014,2014,Import,Cyprus,91,Clocks and watches and parts thereof,World,World,53552432
