yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2013,2013,Import,State of Palestine,76,Aluminum and articles thereof,Australia and New Zealand,Oceania,293615
2013,2013,Import,State of Palestine,76,Aluminum and articles thereof,Eastern Asia,Asia,11684243
2013,2013,Import,State of Palestine,76,Aluminum and articles thereof,Eastern Europe,Europe,4273653
2013,2013,Import,State of Palestine,76,Aluminum and articles thereof,Northern Africa,Africa,125129
2013,2013,Import,State of Palestine,76,Aluminum and articles thereof,Northern America,Americas,129343
2013,2013,Import,State of Palestine,76,Aluminum and articles thereof,Northern Europe,Europe,70476
2013,2013,Import,State of Palestine,76,Aluminum and articles thereof,Southern Europe,Europe,1955659
2013,2013,Import,State of Palestine,76,Aluminum and articles thereof,Sub-Saharan Africa,Africa,73547
2013,2013,Import,State of Palestine,76,Aluminum and articles thereof,Western Asia,Asia,1455069
2013,2013,Import,State of Palestine,76,Aluminum and articles thereof,Western Europe,Europe,1056712
2013,2013,Import,State of Palestine,76,Aluminum and articles thereof,World,World,55697515
