yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,29,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2016,2016,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,57,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2016,2016,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,49606,26.1551249,50.5344606,,
2016,2016,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,2099,26.1551249,50.5344606,,
2016,2016,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,2955,26.1551249,50.5344606,,
2016,2016,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,13580,26.1551249,50.5344606,,
2016,2016,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,22378,26.1551249,50.5344606,,
2016,2016,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,7565,26.1551249,50.5344606,,
