yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion_export,Region_export,TradeValue_export,rtLat,rtLon,ptLon,ptLat,mid,Subregion_import,Region_import,TradeValue_import
2021.0,2021.0,Export,United Arab Emirates,2.0,Meat and edible meat offal,World,World,357568075.0,24.0002488,53.9994829,,,22021United Arab Emirates,World,World,2030353518.0
2021.0,2021.0,Export,United Arab Emirates,3.0,"Fish and crustaceans, molluscs and other aquatic invertebrates",World,World,132970988.0,24.0002488,53.9994829,,,32021United Arab Emirates,World,World,647185408.0
2021.0,2021.0,Export,United Arab Emirates,4.0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",World,World,945100877.0,24.0002488,53.9994829,,,42021United Arab Emirates,World,World,1730066614.0
2021.0,2021.0,Export,United Arab Emirates,7.0,Vegetables and certain roots and tubers; edible,World,World,567974131.0,24.0002488,53.9994829,,,72021United Arab Emirates,World,World,1100385577.0
2021.0,2021.0,Export,United Arab Emirates,8.0,"Fruit and nuts, edible; peel of citrus fruit or melons",World,World,1504416939.0,24.0002488,53.9994829,,,82021United Arab Emirates,World,World,2245924157.0
2021.0,2021.0,Export,United Arab Emirates,9.0,"Coffee, tea, mate and spices",World,World,794372093.0,24.0002488,53.9994829,,,92021United Arab Emirates,World,World,826574464.0
2021.0,2021.0,Export,United Arab Emirates,10.0,Cereals,World,World,140663975.0,24.0002488,53.9994829,,,102021United Arab Emirates,World,World,1187253360.0
2021.0,2021.0,Export,United Arab Emirates,11.0,"Products of the milling industry; malt, starches, inulin, wheat gluten",World,World,98219155.0,24.0002488,53.9994829,,,112021United Arab Emirates,World,World,148026111.0
2021.0,2021.0,Export,United Arab Emirates,12.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",World,World,109573087.0,24.0002488,53.9994829,,,122021United Arab Emirates,World,World,1266539177.0
2021.0,2021.0,Export,United Arab Emirates,13.0,"Lac; gums, resins and other vegetable saps and extracts",World,World,51544377.0,24.0002488,53.9994829,,,132021United Arab Emirates,World,World,39862528.0
2021.0,2021.0,Export,United Arab Emirates,14.0,Vegetable plaiting materials; vegetable products not elsewhere specified or included,World,World,4781767.0,24.0002488,53.9994829,,,142021United Arab Emirates,World,World,6055786.0
2021.0,2021.0,Export,United Arab Emirates,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,World,World,889211906.0,24.0002488,53.9994829,,,152021United Arab Emirates,World,World,730058924.0
2021.0,2021.0,Export,United Arab Emirates,16.0,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,484808417.0,24.0002488,53.9994829,,,162021United Arab Emirates,World,World,244249705.0
2021.0,2021.0,Export,United Arab Emirates,17.0,Sugars and sugar confectionery,World,World,855893309.0,24.0002488,53.9994829,,,172021United Arab Emirates,World,World,849753530.0
2021.0,2021.0,Export,United Arab Emirates,18.0,Cocoa and cocoa preparations,World,World,430074487.0,24.0002488,53.9994829,,,182021United Arab Emirates,World,World,548446466.0
2021.0,2021.0,Export,United Arab Emirates,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",World,World,669399852.0,24.0002488,53.9994829,,,192021United Arab Emirates,World,World,1010955644.0
2021.0,2021.0,Export,United Arab Emirates,20.0,"Preparations of vegetables, fruit, nuts or other parts of plants",World,World,371185609.0,24.0002488,53.9994829,,,202021United Arab Emirates,World,World,505629894.0
2021.0,2021.0,Export,United Arab Emirates,21.0,Miscellaneous edible preparations,World,World,753439139.0,24.0002488,53.9994829,,,212021United Arab Emirates,World,World,1079635970.0
2021.0,2021.0,Export,United Arab Emirates,22.0,"Beverages, spirits and vinegar",World,World,678520443.0,24.0002488,53.9994829,,,222021United Arab Emirates,World,World,1038831240.0
2021.0,2021.0,Export,United Arab Emirates,23.0,"Food industries, residues and wastes thereof; prepared animal fodder",World,World,359907203.0,24.0002488,53.9994829,,,232021United Arab Emirates,World,World,254254833.0
2021.0,2021.0,Export,United Arab Emirates,24.0,Tobacco and manufactured tobacco substitutes,World,World,4869447758.0,24.0002488,53.9994829,,,242021United Arab Emirates,World,World,1120743502.0
2021.0,2021.0,Export,United Arab Emirates,25.0,"Salt; sulphur; earths, stone; plastering materials, lime and cement",World,World,1529920350.0,24.0002488,53.9994829,,,252021United Arab Emirates,World,World,351664675.0
2021.0,2021.0,Export,United Arab Emirates,26.0,"Ores, slag and ash",World,World,70233341.0,24.0002488,53.9994829,,,262021United Arab Emirates,World,World,1605789117.0
2021.0,2021.0,Export,United Arab Emirates,27.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",World,World,66547043285.0,24.0002488,53.9994829,,,272021United Arab Emirates,World,World,12471479673.0
2021.0,2021.0,Export,United Arab Emirates,28.0,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",World,World,262191204.0,24.0002488,53.9994829,,,282021United Arab Emirates,World,World,1587284632.0
2021.0,2021.0,Export,United Arab Emirates,29.0,Organic chemicals,World,World,1084844452.0,24.0002488,53.9994829,,,292021United Arab Emirates,World,World,2182857685.0
2021.0,2021.0,Export,United Arab Emirates,30.0,Pharmaceutical products,World,World,2328591335.0,24.0002488,53.9994829,,,302021United Arab Emirates,World,World,6573438169.0
2021.0,2021.0,Export,United Arab Emirates,31.0,Fertilizers,World,World,32212360.0,24.0002488,53.9994829,,,312021United Arab Emirates,World,World,98651639.0
2021.0,2021.0,Export,United Arab Emirates,32.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",World,World,766923225.0,24.0002488,53.9994829,,,322021United Arab Emirates,World,World,807519773.0
2021.0,2021.0,Export,United Arab Emirates,33.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",World,World,4565845893.0,24.0002488,53.9994829,,,332021United Arab Emirates,World,World,3129454158.0
2021.0,2021.0,Export,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,World,World,89168801.0,24.0002488,53.9994829,,,352021United Arab Emirates,World,World,184449703.0
