yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2016,2016,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,4306
2016,2016,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,72
2016,2016,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2723
2016,2016,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,69836
