yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,10937659,31.17,-7.33,-16.85099460447687,133.4130365630627
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,457704,31.17,-7.33,37.977378106878206,73.97804075806764
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,4855654,31.17,-7.33,51.67568633314729,27.673469819741847
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,308513,31.17,-7.33,,
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,1273351,31.17,-7.33,17.925141963241547,-78.01492950057497
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,950812,31.17,-7.33,43.897683433510366,-100.08947125585888
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,29134960,31.17,-7.33,59.36075159783851,25.01346951967388
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,415360,31.17,-7.33,10.528384761701911,103.08333472012376
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,8478,31.17,-7.33,25.499703063807168,75.5024015339642
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,7041073,31.17,-7.33,40.12399607988535,20.742583178432696
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,9936,31.17,-7.33,6.06272746187266,22.727528470146083
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,37360506,31.17,-7.33,47.92172048214207,7.866753258497997
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,World,World,94502591,31.17,-7.33,,
2003,2003,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Saudi Arabia, Saudi Arabia,223355,31.17,-7.33,,
