yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2012,2012,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,4610
2012,2012,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,526
2012,2012,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,697820
2012,2012,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,54
2012,2012,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,720400
