rtTitle,Subregion,rgDesc,TradeValue
Afghanistan,Armenia,Import,45900
Afghanistan,Azerbaijan,Export,3410
Afghanistan,Azerbaijan,Import,35967567
Afghanistan,Georgia,Export,12800
Afghanistan,Iraq,Export,17021113
Afghanistan,Iraq,Import,439596
Afghanistan,Israel,Import,3874
Afghanistan,Jordan,Export,702642
Afghanistan,Jordan,Import,1407767
Afghanistan,Lebanon,Export,1004256
Afghanistan,Lebanon,Import,1827340
Afghanistan,Pakistan,Export,223978661
Afghanistan,Pakistan,Import,1336341764
Afghanistan,Saudi Arabia,Export,909866
Afghanistan,Saudi Arabia,Import,9561588
Afghanistan,United Arab Emirates,Export,24392570
Afghanistan,United Arab Emirates,Import,318530452
