yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Import,Pakistan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1313905084.0,,30.3308401,71.247499,-36.8535712,174.7456809
2014,2014.0,Import,Pakistan,Afghanistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38095.0,,30.3308401,71.247499,33.7680065,66.2385139
2014,2014.0,Import,Pakistan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1682421.0,,30.3308401,71.247499,-24.7761086,134.755
2014,2014.0,Import,Pakistan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",68259.0,,30.3308401,71.247499,47.59397,14.12456
2014,2014.0,Import,Pakistan,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8896.0,,30.3308401,71.247499,26.1551249,50.5344606
2014,2014.0,Import,Pakistan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6903.0,,30.3308401,71.247499,50.6402809,4.6667145
2014,2014.0,Import,Pakistan,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",286.0,,30.3308401,71.247499,44.3053476,17.5961467
2014,2014.0,Import,Pakistan,Bouvet Island,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",583.0,,30.3308401,71.247499,-54.4201305,3.3599732952297483
2014,2014.0,Import,Pakistan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44400.0,,30.3308401,71.247499,-10.3333333,-53.2
2014,2014.0,Import,Pakistan,Br. Virgin Isds,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14691.0,,30.3308401,71.247499,,
2014,2014.0,Import,Pakistan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",620377.0,,30.3308401,71.247499,42.6073975,25.4856617
2014,2014.0,Import,Pakistan,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21460678.0,,30.3308401,71.247499,53.4250605,27.6971358
2014,2014.0,Import,Pakistan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",768526.0,,30.3308401,71.247499,61.0666922,-107.991707
2014,2014.0,Import,Pakistan,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1797471.0,,30.3308401,71.247499,7.5554942,80.7137847
2014,2014.0,Import,Pakistan,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",106589.0,,30.3308401,71.247499,-31.7613365,-71.3187697
2014,2014.0,Import,Pakistan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",171658525.0,,30.3308401,71.247499,35.000074,104.999927
2014,2014.0,Import,Pakistan,Christmas Isds,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15856.0,,30.3308401,71.247499,,
2014,2014.0,Import,Pakistan,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6329.0,,30.3308401,71.247499,34.9823018,33.1451285
2014,2014.0,Import,Pakistan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28684.0,,30.3308401,71.247499,49.7439047,15.3381061
2014,2014.0,Import,Pakistan,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",337227.0,,30.3308401,71.247499,55.670249,10.3333283
2014,2014.0,Import,Pakistan,El Salvador,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3563.0,,30.3308401,71.247499,13.8000382,-88.9140683
2014,2014.0,Import,Pakistan,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2035.0,,30.3308401,71.247499,58.7523778,25.3319078
2014,2014.0,Import,Pakistan,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4063.0,,30.3308401,71.247499,63.2467777,25.9209164
2014,2014.0,Import,Pakistan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5002273.0,,30.3308401,71.247499,46.603354,1.8883335
