yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,41,32.3293809,-83.1137366,59.36075159783851,25.01346951967388
2009,2009,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,31497,32.3293809,-83.1137366,,
2009,2009,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,31437,32.3293809,-83.1137366,,
2009,2009,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Azerbaijan, Azerbaijan,19,32.3293809,-83.1137366,,
