yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,8507,40.3936294,47.7872508,47.92172048214207,7.866753258497997
2010,2010,Export,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,28459,40.3936294,47.7872508,,
2010,2010,Export,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Georgia, Georgia,6991,40.3936294,47.7872508,,
2010,2010,Export,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Israel, Israel,12960,40.3936294,47.7872508,,
