yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",Australia and New Zealand,Oceania,234
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",Central Asia,Asia,13549
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",Eastern Asia,Asia,4913606
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",Eastern Europe,Europe,1494370
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",Latin America and the Caribbean,Americas,3285
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",Northern America,Americas,2254714
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",Northern Europe,Europe,506865
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",South-eastern Asia,Asia,1656
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",Southern Asia,Asia,80671
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",Southern Europe,Europe,2363709
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",Sub-Saharan Africa,Africa,1119
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",Western Asia,Asia,21599719
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",Western Europe,Europe,6890895
2009,2009,Import,Georgia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",World,World,43782806
