yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Re-Export,Pakistan,World,25.0,Salt; sulfur; earths and stone; plastering materials,110.0,,30.3308401,71.247499,-36.8535712,174.7456809
2007,2007.0,Re-Export,Pakistan,Austria,25.0,Salt; sulfur; earths and stone; plastering materials,10.0,,30.3308401,71.247499,47.59397,14.12456
2007,2007.0,Re-Export,Pakistan,Bahrain,25.0,Salt; sulfur; earths and stone; plastering materials,80.0,,30.3308401,71.247499,26.1551249,50.5344606
2007,2007.0,Re-Export,Pakistan,USA,25.0,Salt; sulfur; earths and stone; plastering materials,20.0,,30.3308401,71.247499,39.7837304,-100.445882
