yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2010,2010,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,10934
2010,2010,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Northern Africa,Africa,11261
2010,2010,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,974909
2010,2010,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,51777
2010,2010,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,3532578
2010,2010,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,World,World,4710292
