yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Australia and New Zealand,Oceania,40,34.9823018,33.1451285,-16.85099460447687,133.4130365630627
2007,2007,Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,544,34.9823018,33.1451285,43.897683433510366,-100.08947125585888
2007,2007,Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,48811,34.9823018,33.1451285,59.36075159783851,25.01346951967388
2007,2007,Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,74089,34.9823018,33.1451285,10.528384761701911,103.08333472012376
2007,2007,Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,45325,34.9823018,33.1451285,25.499703063807168,75.5024015339642
2007,2007,Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,14874,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2007,2007,Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,704,34.9823018,33.1451285,6.06272746187266,22.727528470146083
2007,2007,Export,Cyprus,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,3794333,34.9823018,33.1451285,,
