yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,3547471,25.6242618,42.3528328,-16.85099460447687,133.4130365630627
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,342667,25.6242618,42.3528328,37.977378106878206,73.97804075806764
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,588267,25.6242618,42.3528328,,
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,75200,25.6242618,42.3528328,17.925141963241547,-78.01492950057497
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,1743202,25.6242618,42.3528328,43.897683433510366,-100.08947125585888
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,9493612,25.6242618,42.3528328,59.36075159783851,25.01346951967388
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,1610402,25.6242618,42.3528328,10.528384761701911,103.08333472012376
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,101333,25.6242618,42.3528328,25.499703063807168,75.5024015339642
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,3219204,25.6242618,42.3528328,40.12399607988535,20.742583178432696
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,2134936,25.6242618,42.3528328,26.42921218083572,52.86847103284948
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,26090700,25.6242618,42.3528328,47.92172048214207,7.866753258497997
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,World,World,64271547,25.6242618,42.3528328,,
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin, Kuwait, Kuwait,103467,25.6242618,42.3528328,,
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin, Malta, Malta,395734,25.6242618,42.3528328,,
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin, Oman, Oman,2042669,25.6242618,42.3528328,,
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin, Qatar, Qatar,28533,25.6242618,42.3528328,,
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,11868815,25.6242618,42.3528328,,
2003,2003,Import,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin, Yemen, Yemen,133334,25.6242618,42.3528328,,
