yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Armenia,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,951039,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2003,2003,Export,Armenia,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,407916,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2003,2003,Export,Armenia,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,5610,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2003,2003,Export,Armenia,4,Dairy produce; birds eggs; natural honey;,World,World,1899397,40.7696272,44.6736646,,
2003,2003,Export,Armenia,4,Dairy produce; birds eggs; natural honey;, Georgia, Georgia,534832,40.7696272,44.6736646,,
