yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion_export,Region_export,TradeValue_export,rtLat,rtLon,ptLon,ptLat,mid,Subregion_import,Region_import,TradeValue_import
2001.0,2001.0,Export,Saudi Arabia,1.0,Live animals,World,World,2998404.0,25.62,42.35,,,12001Saudi Arabia,World,World,162300470.0
2001.0,2001.0,Export,Saudi Arabia,2.0,Meat and edible meat offal,World,World,37877647.0,25.62,42.35,,,22001Saudi Arabia,World,World,535255869.0
2001.0,2001.0,Export,Saudi Arabia,3.0,"Fish, crustaceans, molluscs, aquatic invertebrates nes",World,World,9154678.0,25.62,42.35,,,32001Saudi Arabia,World,World,75584894.0
2001.0,2001.0,Export,Saudi Arabia,4.0,"Dairy products, eggs, honey, edible animal product nes",World,World,141212977.0,25.62,42.35,,,42001Saudi Arabia,World,World,574550052.0
2001.0,2001.0,Export,Saudi Arabia,5.0,"Products of animal origin, nes",World,World,151467.0,25.62,42.35,,,52001Saudi Arabia,World,World,2083203.0
2001.0,2001.0,Export,Saudi Arabia,6.0,"Live trees, plants, bulbs, roots, cut flowers etc",World,World,2147203.0,25.62,42.35,,,62001Saudi Arabia,World,World,6675208.0
2001.0,2001.0,Export,Saudi Arabia,7.0,Edible vegetables and certain roots and tubers,World,World,23212562.0,25.62,42.35,,,72001Saudi Arabia,World,World,130231096.0
2001.0,2001.0,Export,Saudi Arabia,8.0,"Edible fruit, nuts, peel of citrus fruit, melons",World,World,22713895.0,25.62,42.35,,,82001Saudi Arabia,World,World,295509169.0
2001.0,2001.0,Export,Saudi Arabia,9.0,"Coffee, tea, mate and spices",World,World,7398943.0,25.62,42.35,,,92001Saudi Arabia,World,World,238178964.0
2001.0,2001.0,Export,Saudi Arabia,10.0,Cereals,World,World,1339202.0,25.62,42.35,,,102001Saudi Arabia,World,World,928027827.0
2001.0,2001.0,Export,Saudi Arabia,12.0,"Oil seed, oleagic fruits, grain, seed, fruit, etc, nes",World,World,1753336.0,25.62,42.35,,,122001Saudi Arabia,World,World,44459256.0
2001.0,2001.0,Export,Saudi Arabia,13.0,"Lac, gums, resins, vegetable saps and extracts nes",World,World,284800.0,25.62,42.35,,,132001Saudi Arabia,World,World,6698942.0
2001.0,2001.0,Export,Saudi Arabia,14.0,"Vegetable plaiting materials, vegetable products nes",World,World,93067.0,25.62,42.35,,,142001Saudi Arabia,World,World,2143469.0
2001.0,2001.0,Export,Saudi Arabia,18.0,Cocoa and cocoa preparations,World,World,5250940.0,25.62,42.35,,,182001Saudi Arabia,World,World,65308082.0
2001.0,2001.0,Export,Saudi Arabia,19.0,"Cereal, flour, starch, milk preparations and products",World,World,32595241.0,25.62,42.35,,,192001Saudi Arabia,World,World,237827231.0
2001.0,2001.0,Export,Saudi Arabia,22.0,"Beverages, spirits and vinegar",World,World,17053088.0,25.62,42.35,,,222001Saudi Arabia,World,World,84776639.0
2001.0,2001.0,Export,Saudi Arabia,23.0,"Residues, wastes of food industry, animal fodder",World,World,121333.0,25.62,42.35,,,232001Saudi Arabia,World,World,141383910.0
2001.0,2001.0,Export,Saudi Arabia,24.0,Tobacco and manufactured tobacco substitutes,World,World,757068.0,25.62,42.35,,,242001Saudi Arabia,World,World,247080576.0
2001.0,2001.0,Export,Saudi Arabia,25.0,"Salt, sulphur, earth, stone, plaster, lime and cement",World,World,129420162.0,25.62,42.35,,,252001Saudi Arabia,World,World,74043293.0
2001.0,2001.0,Export,Saudi Arabia,26.0,"Ores, slag and ash",World,World,7766676.0,25.62,42.35,,,262001Saudi Arabia,World,World,245072040.0
2001.0,2001.0,Export,Saudi Arabia,27.0,"Mineral fuels, oils, distillation products, etc",World,World,59787724068.0,25.62,42.35,,,272001Saudi Arabia,World,World,59100607.0
2001.0,2001.0,Export,Saudi Arabia,29.0,Organic chemicals,World,World,2650107579.0,25.62,42.35,,,292001Saudi Arabia,World,World,304751314.0
2001.0,2001.0,Export,Saudi Arabia,31.0,Fertilizers,World,World,325968674.0,25.62,42.35,,,312001Saudi Arabia,World,World,47940327.0
2001.0,2001.0,Export,Saudi Arabia,32.0,"Tanning, dyeing extracts, tannins, derivs,pigments etc",World,World,34133376.0,25.62,42.35,,,322001Saudi Arabia,World,World,114185743.0
2001.0,2001.0,Export,Saudi Arabia,33.0,"Essential oils, perfumes, cosmetics, toileteries",World,World,61971811.0,25.62,42.35,,,332001Saudi Arabia,World,World,301257710.0
2001.0,2001.0,Export,Saudi Arabia,35.0,"Albuminoids, modified starches, glues, enzymes",World,World,5690407.0,25.62,42.35,,,352001Saudi Arabia,World,World,32017640.0
2001.0,2001.0,Export,Saudi Arabia,36.0,"Explosives, pyrotechnics, matches, pyrophorics, etc",World,World,669601.0,25.62,42.35,,,362001Saudi Arabia,World,World,5415207.0
2001.0,2001.0,Export,Saudi Arabia,37.0,Photographic or cinematographic goods,World,World,1093068.0,25.62,42.35,,,372001Saudi Arabia,World,World,30461905.0
2001.0,2001.0,Export,Saudi Arabia,38.0,Miscellaneous chemical products,World,World,37020046.0,25.62,42.35,,,382001Saudi Arabia,World,World,398536498.0
2001.0,2001.0,Export,Saudi Arabia,39.0,Plastics and articles thereof,World,World,1628785503.0,25.62,42.35,,,392001Saudi Arabia,World,World,594743143.0
2001.0,2001.0,Export,Saudi Arabia,40.0,Rubber and articles thereof,World,World,9341612.0,25.62,42.35,,,402001Saudi Arabia,World,World,441335218.0
2001.0,2001.0,Export,Saudi Arabia,41.0,Raw hides and skins (other than furskins) and leather,World,World,39639783.0,25.62,42.35,,,412001Saudi Arabia,World,World,1317868.0
2001.0,2001.0,Export,Saudi Arabia,42.0,"Articles of leather, animal gut, harness, travel goods",World,World,785868.0,25.62,42.35,,,422001Saudi Arabia,World,World,73488092.0
2001.0,2001.0,Export,Saudi Arabia,44.0,"Wood and articles of wood, wood charcoal",World,World,3828271.0,25.62,42.35,,,442001Saudi Arabia,World,World,340634026.0
2001.0,2001.0,Export,Saudi Arabia,45.0,Cork and articles of cork,World,World,1090135.0,25.62,42.35,,,452001Saudi Arabia,World,World,1076001.0
2001.0,2001.0,Export,Saudi Arabia,46.0,"Manufactures of plaiting material, basketwork, etc.",World,World,260267.0,25.62,42.35,,,462001Saudi Arabia,World,World,3246137.0
2001.0,2001.0,Export,Saudi Arabia,47.0,"Pulp of wood, fibrous cellulosic material, waste etc",World,World,4990940.0,25.62,42.35,,,472001Saudi Arabia,World,World,19443224.0
2001.0,2001.0,Export,Saudi Arabia,48.0,"Paper & paperboard, articles of pulp, paper and board",World,World,150730855.0,25.62,42.35,,,482001Saudi Arabia,World,World,478606198.0
2001.0,2001.0,Export,Saudi Arabia,49.0,"Printed books, newspapers, pictures etc",World,World,4547206.0,25.62,42.35,,,492001Saudi Arabia,World,World,42338986.0
2001.0,2001.0,Export,Saudi Arabia,50.0,Silk,World,World,73867.0,25.62,42.35,,,502001Saudi Arabia,World,World,2223736.0
2001.0,2001.0,Export,Saudi Arabia,51.0,"Wool, animal hair, horsehair yarn and fabric thereof",World,World,4272539.0,25.62,42.35,,,512001Saudi Arabia,World,World,15386953.0
2001.0,2001.0,Export,Saudi Arabia,54.0,Manmade filaments,World,World,4525606.0,25.62,42.35,,,542001Saudi Arabia,World,World,132878299.0
2001.0,2001.0,Export,Saudi Arabia,55.0,Manmade staple fibres,World,World,34741377.0,25.62,42.35,,,552001Saudi Arabia,World,World,322357203.0
2001.0,2001.0,Export,Saudi Arabia,56.0,"Wadding, felt, nonwovens, yarns, twine, cordage, etc",World,World,1327202.0,25.62,42.35,,,562001Saudi Arabia,World,World,28222969.0
2001.0,2001.0,Export,Saudi Arabia,57.0,Carpets and other textile floor coverings,World,World,55232336.0,25.62,42.35,,,572001Saudi Arabia,World,World,100660659.0
