yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,736744,28.0000272,2.9999825,39.89317229901691,61.060280637304274
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,879279,28.0000272,2.9999825,37.977378106878206,73.97804075806764
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,3829909,28.0000272,2.9999825,51.67568633314729,27.673469819741847
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,6983702,28.0000272,2.9999825,,
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,2626148,28.0000272,2.9999825,17.925141963241547,-78.01492950057497
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,4550937,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,2645111,28.0000272,2.9999825,59.36075159783851,25.01346951967388
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,2815,28.0000272,2.9999825,10.528384761701911,103.08333472012376
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,780,28.0000272,2.9999825,25.499703063807168,75.5024015339642
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,33981138,28.0000272,2.9999825,40.12399607988535,20.742583178432696
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,168505,28.0000272,2.9999825,6.06272746187266,22.727528470146083
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Tunisia,Tunisia,20090198,28.0000272,2.9999825,,
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,1989472,28.0000272,2.9999825,26.42921218083572,52.86847103284948
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,18314359,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials,World,World,100780965,28.0000272,2.9999825,,
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials, Morocco, Morocco,3250252,28.0000272,2.9999825,,
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,8625,28.0000272,2.9999825,,
2006,2006,Import,Algeria,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,445,28.0000272,2.9999825,,
