yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Export,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,217,31.17,-7.33,6.06272746187266,22.727528470146083
2021,2021,Export,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,1861605,31.17,-7.33,,
2021,2021,Export,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Libya, Libya,608584,31.17,-7.33,,
2021,2021,Export,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Mauritania, Mauritania,1252803,31.17,-7.33,,
