yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,1037529,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,113218,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,44739547,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,26456784,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,19894135,38.9597594,34.9249653,,
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,10705985,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,22656463,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,85103840,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,5713535,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,303368,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,45082044,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,268021,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,3428,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,194113373,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,469788646,38.9597594,34.9249653,,
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,16734,38.9597594,34.9249653,,
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,4479,38.9597594,34.9249653,,
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,139234,38.9597594,34.9249653,,
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,96107,38.9597594,34.9249653,,
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,676604,38.9597594,34.9249653,,
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,1109463,38.9597594,34.9249653,,
2017,2017,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,10265,38.9597594,34.9249653,,
