yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,7332,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Central Asia,Asia,43587,24.0002488,53.9994829,39.89317229901691,61.060280637304274
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,118947,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,2247,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,5446,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,52282,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,2540,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,1352,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,13653567,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,9503139,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,13734912,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,405137,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,7726,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,World,World,66351141,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Afghanistan, Afghanistan,246220,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Algeria, Algeria,38699,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Bahrain, Bahrain,1664010,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Comoros, Comoros,53610,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Djibouti, Djibouti,283399,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Iraq, Iraq,9189701,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Jordan, Jordan,373721,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Kuwait, Kuwait,222985,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Lebanon, Lebanon,131183,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Libya, Libya,49056,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Morocco, Morocco,40107,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Oman, Oman,302181,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Pakistan, Pakistan,97707,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Qatar, Qatar,8375949,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Saudi Arabia, Saudi Arabia,1792461,24.0002488,53.9994829,,
2005,2005,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Yemen, Yemen,3320216,24.0002488,53.9994829,,
