yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Export,Bahrain,World,25.0,Salt; sulfur; earths and stone; plastering materials,2006047.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2004,2004.0,Export,Bahrain,Kenya,25.0,Salt; sulfur; earths and stone; plastering materials,26604.0,,26.1551249,50.5344606,1.4419683,38.4313975
2004,2004.0,Export,Bahrain,Pakistan,25.0,Salt; sulfur; earths and stone; plastering materials,51819.0,,26.1551249,50.5344606,30.3308401,71.247499
2004,2004.0,Export,Bahrain,Qatar,25.0,Salt; sulfur; earths and stone; plastering materials,6399.0,,26.1551249,50.5344606,25.3336984,51.2295295
2004,2004.0,Export,Bahrain,Saudi Arabia,25.0,Salt; sulfur; earths and stone; plastering materials,883693.0,,26.1551249,50.5344606,25.6242618,42.3528328
2004,2004.0,Export,Bahrain,India,25.0,Salt; sulfur; earths and stone; plastering materials,988863.0,,26.1551249,50.5344606,22.3511148,78.6677428
2004,2004.0,Export,Bahrain,United Arab Emirates,25.0,Salt; sulfur; earths and stone; plastering materials,48670.0,,26.1551249,50.5344606,24.0002488,53.9994829
