yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,6785,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,46248,31.1728205,-7.3362482,51.67568633314729,27.673469819741847
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,2297,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern Africa,Africa,22770,31.1728205,-7.3362482,19.569604022535763,12.47761721199581
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,416745,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,2121499,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,944,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,902,31.1728205,-7.3362482,25.499703063807168,75.5024015339642
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,1569274,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,243,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,347710,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,7356273,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2014,2014,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,World,World,11900946,31.1728205,-7.3362482,,
