yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,103370,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Central Asia,Asia,580233,24.0002488,53.9994829,39.89317229901691,61.060280637304274
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,9967,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,207379,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,55274,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,173,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,28387,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,31036,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,108218,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,2956058,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,1222,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,18246122,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,3470,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,41108,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,2396,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,World,World,37056452,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Afghanistan, Afghanistan,1242078,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Algeria, Algeria,73799,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Azerbaijan, Azerbaijan,708407,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Bahrain, Bahrain,117076,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Comoros, Comoros,124363,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Cyprus, Cyprus,1905,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Djibouti, Djibouti,716059,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Iraq, Iraq,49410,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Jordan, Jordan,898588,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Kuwait, Kuwait,1036218,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Lebanon, Lebanon,282376,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Libya, Libya,1730495,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Mauritania, Mauritania,32403,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Oman, Oman,1924765,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Pakistan, Pakistan,963440,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Qatar, Qatar,225845,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Saudi Arabia, Saudi Arabia,521471,24.0002488,53.9994829,,
2004,2004,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Yemen, Yemen,1339814,24.0002488,53.9994829,,
