yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,4280,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,7022869,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,92294,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,12200061,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,1629669,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,459271,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,966658,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,460960,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,87511,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,20027350,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,5450403,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,1305622,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,143755,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,4056672,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2317127,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,94365153,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Afghanistan, Afghanistan,177777,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,1940937,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Azerbaijan, Azerbaijan,6063404,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,31428,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Cyprus, Cyprus,1609214,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Djibouti, Djibouti,2874,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,3732053,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,8147669,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,959111,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,394422,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,188482,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,1574015,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,2244174,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Malta, Malta,37380,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Mauritania, Mauritania,1681,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,39662,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,37645,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,535730,38.9597594,34.9249653,,
2010,2010,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,1191,38.9597594,34.9249653,,
