yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Export,Saudi Arabia,World,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",21659937,,,-36.8535712,174.7456809
2016,2016,Export,Saudi Arabia,USA,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",636609,,,,
2018,2018,Export,Saudi Arabia,World,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",36416706,,,-36.8535712,174.7456809
2018,2018,Export,Saudi Arabia,Angola,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",93154,,,-11.8775768,17.5691241
2018,2018,Export,Saudi Arabia,Azerbaijan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",50059,,,40.3936294,47.7872508
2018,2018,Export,Saudi Arabia,Argentina,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",196319,,,-34.9964963,-64.9672817
2018,2018,Export,Saudi Arabia,Australia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",883941,,,-24.7761086,134.755
2018,2018,Export,Saudi Arabia,Austria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",206248,,,47.59397,14.12456
2018,2018,Export,Saudi Arabia,Bahrain,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2157590,,,26.1551249,50.5344606
2018,2018,Export,Saudi Arabia,Bangladesh,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",40592,,,24.4769288,90.2934413
2018,2018,Export,Saudi Arabia,Belgium,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",150568,,,50.6402809,4.6667145
2018,2018,Export,Saudi Arabia,Brazil,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",22493,,,-10.3333333,-53.2
2018,2018,Export,Saudi Arabia,Brunei Darussalam,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",59604,,,,
2018,2018,Export,Saudi Arabia,Myanmar,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",104993,,,,
2018,2018,Export,Saudi Arabia,Cameroon,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",123338,,,4.6125522,13.1535811
2018,2018,Export,Saudi Arabia,Canada,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",169845,,,61.0666922,-107.991707
2018,2018,Export,Saudi Arabia,Chad,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5086,,,,
2018,2018,Export,Saudi Arabia,China,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",130365,,,35.000074,104.999927
2018,2018,Export,Saudi Arabia,Colombia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",97383,,,4.099917,-72.9088133
2018,2018,Export,Saudi Arabia,Comoros,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",28800,,,-12.2045176,44.2832964
2018,2018,Export,Saudi Arabia,Dem. Rep. of the Congo,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",32611,,,,
2018,2018,Export,Saudi Arabia,Cyprus,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",80453,,,34.9823018,33.1451285
2018,2018,Export,Saudi Arabia,Czechia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",38000,,,,
2018,2018,Export,Saudi Arabia,Denmark,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9328,,,55.670249,10.3333283
2018,2018,Export,Saudi Arabia,Finland,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",38501,,,63.2467777,25.9209164
2018,2018,Export,Saudi Arabia,France,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",397689,,,46.603354,1.8883335
2018,2018,Export,Saudi Arabia,Djibouti,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7879,,,11.8145966,42.8453061
2018,2018,Export,Saudi Arabia,Germany,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",955932,,,51.1638175,10.4478313
2018,2018,Export,Saudi Arabia,Ghana,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",67913,,,8.0300284,-1.0800271
2018,2018,Export,Saudi Arabia,Indonesia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",460909,,,-2.4833826,117.8902853
2018,2018,Export,Saudi Arabia,Iraq,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",16792,,,33.0955793,44.1749775
2018,2018,Export,Saudi Arabia,Italy,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",191870,,,42.6384261,12.674297
2018,2018,Export,Saudi Arabia,Côte d'Ivoire,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5741,,,7.9897371,-5.5679458
2018,2018,Export,Saudi Arabia,Japan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11542,,,36.5748441,139.2394179
2018,2018,Export,Saudi Arabia,Jordan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",125857,,,31.1667049,36.941628
2018,2018,Export,Saudi Arabia,Rep. of Korea,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",44078,,,,
2018,2018,Export,Saudi Arabia,Kuwait,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5206552,,,29.2733964,47.4979476
2018,2018,Export,Saudi Arabia,Lebanon,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",43800,,,33.8750629,35.843409
2018,2018,Export,Saudi Arabia,Libya,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",44582,,,26.8234472,18.1236723
2018,2018,Export,Saudi Arabia,Malaysia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158179,,,4.5693754,102.2656823
2018,2018,Export,Saudi Arabia,Malta,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14632,,,35.8885993,14.4476911
2018,2018,Export,Saudi Arabia,Mexico,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",205193,,,23.6585116,-102.0077097
2018,2018,Export,Saudi Arabia,Oman,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",360018,,,21.0000287,57.0036901
2018,2018,Export,Saudi Arabia,Netherlands,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",229795,,,52.2434979,5.6343227
2018,2018,Export,Saudi Arabia,Nigeria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",421921,,,9.6000359,7.9999721
2018,2018,Export,Saudi Arabia,Norway,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",78034,,,60.5000209,9.0999715
2018,2018,Export,Saudi Arabia,Pakistan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",127561,,,30.3308401,71.247499
2018,2018,Export,Saudi Arabia,Portugal,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7354,,,39.6621648,-8.1353519
2018,2018,Export,Saudi Arabia,Romania,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",38028,,,45.9852129,24.6859225
2018,2018,Export,Saudi Arabia,Russian Federation,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",142292,,,64.6863136,97.7453061
2018,2018,Export,Saudi Arabia,India,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",157585,,,22.3511148,78.6677428
2018,2018,Export,Saudi Arabia,Singapore,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",45068,,,1.357107,103.8194992
2018,2018,Export,Saudi Arabia,Somalia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",17193,,,8.3676771,49.083416
2018,2018,Export,Saudi Arabia,Spain,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",88313,,,39.3260685,-4.8379791
2018,2018,Export,Saudi Arabia,Sudan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",670212,,,14.5844444,29.4917691
2018,2018,Export,Saudi Arabia,Sweden,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",65358,,,59.6749712,14.5208584
2018,2018,Export,Saudi Arabia,Switzerland,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",172988,,,46.7985624,8.2319736
2018,2018,Export,Saudi Arabia,Thailand,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",990244,,,14.8971921,100.83273
2018,2018,Export,Saudi Arabia,United Arab Emirates,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",12851568,,,24.0002488,53.9994829
2018,2018,Export,Saudi Arabia,Tunisia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",41837,,,33.8439408,9.400138
2018,2018,Export,Saudi Arabia,Turkey,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",81108,,,38.9597594,34.9249653
2018,2018,Export,Saudi Arabia,Egypt,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",281273,,,26.2540493,29.2675469
2018,2018,Export,Saudi Arabia,United Kingdom,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2058899,,,54.7023545,-3.2765753
2018,2018,Export,Saudi Arabia,USA,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3503791,,,,
2018,2018,Export,Saudi Arabia,Yemen,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1307828,,,16.3471243,47.8915271
2019,2019,Export,Saudi Arabia,World,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",22384305,,,-36.8535712,174.7456809
2019,2019,Export,Saudi Arabia,Angola,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",497311,,,-11.8775768,17.5691241
2019,2019,Export,Saudi Arabia,Argentina,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",33884,,,-34.9964963,-64.9672817
2019,2019,Export,Saudi Arabia,Australia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",81059,,,-24.7761086,134.755
2019,2019,Export,Saudi Arabia,Bahrain,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",693769,,,26.1551249,50.5344606
2019,2019,Export,Saudi Arabia,Brunei Darussalam,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",515490,,,,
2019,2019,Export,Saudi Arabia,Cameroon,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",44926,,,4.6125522,13.1535811
2019,2019,Export,Saudi Arabia,China,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",249673,,,35.000074,104.999927
2019,2019,Export,Saudi Arabia,Colombia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",54362,,,4.099917,-72.9088133
2019,2019,Export,Saudi Arabia,France,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",500014,,,46.603354,1.8883335
2019,2019,Export,Saudi Arabia,Germany,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",47868,,,51.1638175,10.4478313
2019,2019,Export,Saudi Arabia,Ghana,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",64439,,,8.0300284,-1.0800271
2019,2019,Export,Saudi Arabia,Iceland,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",22215,,,64.9841821,-18.1059013
2019,2019,Export,Saudi Arabia,Indonesia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",446709,,,-2.4833826,117.8902853
2019,2019,Export,Saudi Arabia,Iraq,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",50376,,,33.0955793,44.1749775
2019,2019,Export,Saudi Arabia,Japan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",42254,,,36.5748441,139.2394179
2019,2019,Export,Saudi Arabia,Kuwait,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4834991,,,29.2733964,47.4979476
2019,2019,Export,Saudi Arabia,Lebanon,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",304853,,,33.8750629,35.843409
2019,2019,Export,Saudi Arabia,Malaysia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",647306,,,4.5693754,102.2656823
2019,2019,Export,Saudi Arabia,Mozambique,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",109546,,,,
2019,2019,Export,Saudi Arabia,Oman,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1363978,,,21.0000287,57.0036901
2019,2019,Export,Saudi Arabia,Netherlands,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5570,,,52.2434979,5.6343227
2019,2019,Export,Saudi Arabia,Nigeria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",270129,,,9.6000359,7.9999721
2019,2019,Export,Saudi Arabia,Pakistan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",108022,,,30.3308401,71.247499
2019,2019,Export,Saudi Arabia,Romania,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",32465,,,45.9852129,24.6859225
2019,2019,Export,Saudi Arabia,Russian Federation,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",91382,,,64.6863136,97.7453061
2019,2019,Export,Saudi Arabia,Singapore,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",28239,,,1.357107,103.8194992
2019,2019,Export,Saudi Arabia,Somalia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2962,,,8.3676771,49.083416
2019,2019,Export,Saudi Arabia,Sudan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",126682,,,14.5844444,29.4917691
2019,2019,Export,Saudi Arabia,Thailand,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",626960,,,14.8971921,100.83273
2019,2019,Export,Saudi Arabia,United Arab Emirates,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9610215,,,24.0002488,53.9994829
2019,2019,Export,Saudi Arabia,Turkey,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",218411,,,38.9597594,34.9249653
2019,2019,Export,Saudi Arabia,Egypt,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",449559,,,26.2540493,29.2675469
2019,2019,Export,Saudi Arabia,USA,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",208669,,,,
2020,2020,Export,Saudi Arabia,World,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",41234792,,,-36.8535712,174.7456809
2020,2020,Export,Saudi Arabia,Angola,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",76824,,,-11.8775768,17.5691241
2020,2020,Export,Saudi Arabia,Azerbaijan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",441157,,,40.3936294,47.7872508
2020,2020,Export,Saudi Arabia,Australia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",111394,,,-24.7761086,134.755
2020,2020,Export,Saudi Arabia,Austria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",127359,,,47.59397,14.12456
2020,2020,Export,Saudi Arabia,Bahrain,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3772060,,,26.1551249,50.5344606
2020,2020,Export,Saudi Arabia,Belgium,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",72948,,,50.6402809,4.6667145
2020,2020,Export,Saudi Arabia,Brazil,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",38288,,,-10.3333333,-53.2
2020,2020,Export,Saudi Arabia,Cameroon,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9546,,,4.6125522,13.1535811
2020,2020,Export,Saudi Arabia,Canada,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13045,,,61.0666922,-107.991707
2020,2020,Export,Saudi Arabia,Chile,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",644006,,,-31.7613365,-71.3187697
2020,2020,Export,Saudi Arabia,China,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",704626,,,35.000074,104.999927
2020,2020,Export,Saudi Arabia,Colombia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",16757,,,4.099917,-72.9088133
2020,2020,Export,Saudi Arabia,Denmark,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13313,,,55.670249,10.3333283
2020,2020,Export,Saudi Arabia,Ethiopia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",18382,,,10.2116702,38.6521203
2020,2020,Export,Saudi Arabia,France,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3970741,,,46.603354,1.8883335
2020,2020,Export,Saudi Arabia,Djibouti,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6000,,,11.8145966,42.8453061
2020,2020,Export,Saudi Arabia,Germany,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1488669,,,51.1638175,10.4478313
2020,2020,Export,Saudi Arabia,Ghana,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",41893,,,8.0300284,-1.0800271
2020,2020,Export,Saudi Arabia,Indonesia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",177506,,,-2.4833826,117.8902853
2020,2020,Export,Saudi Arabia,Iraq,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13828,,,33.0955793,44.1749775
2020,2020,Export,Saudi Arabia,Italy,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",187526,,,42.6384261,12.674297
2020,2020,Export,Saudi Arabia,Japan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",110316,,,36.5748441,139.2394179
2020,2020,Export,Saudi Arabia,Jordan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",54183,,,31.1667049,36.941628
2020,2020,Export,Saudi Arabia,Rep. of Korea,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1036858,,,,
2020,2020,Export,Saudi Arabia,Kuwait,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1773973,,,29.2733964,47.4979476
2020,2020,Export,Saudi Arabia,Malaysia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",82820,,,4.5693754,102.2656823
2020,2020,Export,Saudi Arabia,Morocco,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",131142,,,31.1728205,-7.3362482
2020,2020,Export,Saudi Arabia,Oman,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1733764,,,21.0000287,57.0036901
2020,2020,Export,Saudi Arabia,Netherlands,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",85401,,,52.2434979,5.6343227
2020,2020,Export,Saudi Arabia,New Zealand,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",128313,,,-41.5000831,172.8344077
2020,2020,Export,Saudi Arabia,Nigeria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",35856,,,9.6000359,7.9999721
2020,2020,Export,Saudi Arabia,Norway,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",598408,,,60.5000209,9.0999715
2020,2020,Export,Saudi Arabia,Romania,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",38254,,,45.9852129,24.6859225
2020,2020,Export,Saudi Arabia,Russian Federation,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",35017,,,64.6863136,97.7453061
2020,2020,Export,Saudi Arabia,India,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",76735,,,22.3511148,78.6677428
2020,2020,Export,Saudi Arabia,Singapore,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",393030,,,1.357107,103.8194992
2020,2020,Export,Saudi Arabia,Viet Nam,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",18436,,,15.9266657,107.9650855
2020,2020,Export,Saudi Arabia,Somalia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",62107,,,8.3676771,49.083416
2020,2020,Export,Saudi Arabia,Spain,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",31743,,,39.3260685,-4.8379791
