yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Pakistan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",71781242.0,,30.3308401,71.247499,-36.8535712,174.7456809
2012,2012.0,Export,Pakistan,Afghanistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12553247.0,,30.3308401,71.247499,33.7680065,66.2385139
2012,2012.0,Export,Pakistan,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2671386.0,,30.3308401,71.247499,28.0000272,2.9999825
2012,2012.0,Export,Pakistan,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",323247.0,,30.3308401,71.247499,-11.8775768,17.5691241
2012,2012.0,Export,Pakistan,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4264.0,,30.3308401,71.247499,-34.9964963,-64.9672817
2012,2012.0,Export,Pakistan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",79998.0,,30.3308401,71.247499,-24.7761086,134.755
2012,2012.0,Export,Pakistan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1454.0,,30.3308401,71.247499,47.59397,14.12456
2012,2012.0,Export,Pakistan,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",227245.0,,30.3308401,71.247499,26.1551249,50.5344606
2012,2012.0,Export,Pakistan,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5762455.0,,30.3308401,71.247499,24.4769288,90.2934413
2012,2012.0,Export,Pakistan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",311597.0,,30.3308401,71.247499,50.6402809,4.6667145
2012,2012.0,Export,Pakistan,Botswana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1081127.0,,30.3308401,71.247499,-23.1681782,24.5928742
2012,2012.0,Export,Pakistan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",100378.0,,30.3308401,71.247499,-10.3333333,-53.2
2012,2012.0,Export,Pakistan,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",177038.0,,30.3308401,71.247499,4.6125522,13.1535811
2012,2012.0,Export,Pakistan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",60261.0,,30.3308401,71.247499,61.0666922,-107.991707
2012,2012.0,Export,Pakistan,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1940235.0,,30.3308401,71.247499,7.5554942,80.7137847
2012,2012.0,Export,Pakistan,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",100190.0,,30.3308401,71.247499,-31.7613365,-71.3187697
