yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,1159,40.7696272,44.6736646,-16.85099460447687,133.4130365630627
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,720311,40.7696272,44.6736646,37.977378106878206,73.97804075806764
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,165798,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,90,40.7696272,44.6736646,17.925141963241547,-78.01492950057497
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,21054,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,57980,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,216786,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1158130,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,837362,40.7696272,44.6736646,26.42921218083572,52.86847103284948
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,281848,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,3695142,40.7696272,44.6736646,,
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,693,40.7696272,44.6736646,,
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,14,40.7696272,44.6736646,,
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,320,40.7696272,44.6736646,,
2005,2005,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,188767,40.7696272,44.6736646,,
