yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Egypt,Egypt,82,29.2733964,47.4979476,,
2016,2016,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,317,29.2733964,47.4979476,26.42921218083572,52.86847103284948
2016,2016,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,26045,29.2733964,47.4979476,47.92172048214207,7.866753258497997
2016,2016,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,732097,29.2733964,47.4979476,,
2016,2016,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Oman, Oman,33469,29.2733964,47.4979476,,
2016,2016,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Qatar, Qatar,17599,29.2733964,47.4979476,,
2016,2016,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Saudi Arabia, Saudi Arabia,539477,29.2733964,47.4979476,,
2016,2016,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, United Arab Emirates, United Arab Emirates,115105,29.2733964,47.4979476,,
