yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Israel,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",954216000.0,,30.8124247,34.8594762,-36.8535712,174.7456809
2011,2011.0,Export,Israel,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",65427000.0,,30.8124247,34.8594762,36.5748441,139.2394179
2011,2011.0,Export,Israel,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",61000.0,,30.8124247,34.8594762,48.1012954,66.7780818
2011,2011.0,Export,Israel,Jordan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",85000.0,,30.8124247,34.8594762,31.1667049,36.941628
2011,2011.0,Export,Israel,Kenya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",63000.0,,30.8124247,34.8594762,1.4419683,38.4313975
2011,2011.0,Export,Israel,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3470000.0,,30.8124247,34.8594762,,
2011,2011.0,Export,Israel,Latvia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",808000.0,,30.8124247,34.8594762,56.8406494,24.7537645
2011,2011.0,Export,Israel,Lithuania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",31000.0,,30.8124247,34.8594762,55.3500003,23.7499997
2011,2011.0,Export,Israel,Luxembourg,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",192000.0,,30.8124247,34.8594762,49.8158683,6.1296751
2011,2011.0,Export,Israel,Malta,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5000.0,,30.8124247,34.8594762,35.8885993,14.4476911
2011,2011.0,Export,Israel,Mauritius,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",36000.0,,30.8124247,34.8594762,-20.2759451,57.5703566
2011,2011.0,Export,Israel,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",14261000.0,,30.8124247,34.8594762,23.6585116,-102.0077097
2011,2011.0,Export,Israel,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3965000.0,,30.8124247,34.8594762,,
2011,2011.0,Export,Israel,Rep. of Moldova,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7000.0,,30.8124247,34.8594762,,
2011,2011.0,Export,Israel,Namibia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",21000.0,,30.8124247,34.8594762,-23.2335499,17.3231107
2011,2011.0,Export,Israel,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5622000.0,,30.8124247,34.8594762,52.2434979,5.6343227
2011,2011.0,Export,Israel,Curaçao,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1000.0,,30.8124247,34.8594762,12.21339425,-69.0408499890865
2011,2011.0,Export,Israel,New Caledonia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8000.0,,30.8124247,34.8594762,-21.3019905,165.4880773
2011,2011.0,Export,Israel,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",88000.0,,30.8124247,34.8594762,-41.5000831,172.8344077
2011,2011.0,Export,Israel,Niger,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3000.0,,30.8124247,34.8594762,17.7356214,9.3238432
2011,2011.0,Export,Israel,Nigeria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",214000.0,,30.8124247,34.8594762,9.6000359,7.9999721
2011,2011.0,Export,Israel,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",935000.0,,30.8124247,34.8594762,60.5000209,9.0999715
2011,2011.0,Export,Israel,Panama,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5000.0,,30.8124247,34.8594762,8.559559,-81.1308434
2011,2011.0,Export,Israel,Paraguay,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",12000.0,,30.8124247,34.8594762,-23.3165935,-58.1693445
2011,2011.0,Export,Israel,Peru,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",165000.0,,30.8124247,34.8594762,-6.8699697,-75.0458515
2011,2011.0,Export,Israel,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2037000.0,,30.8124247,34.8594762,12.7503486,122.7312101
2011,2011.0,Export,Israel,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4114000.0,,30.8124247,34.8594762,52.215933,19.134422
2011,2011.0,Export,Israel,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",353000.0,,30.8124247,34.8594762,39.6621648,-8.1353519
2011,2011.0,Export,Israel,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5902000.0,,30.8124247,34.8594762,45.9852129,24.6859225
2011,2011.0,Export,Israel,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",25416000.0,,30.8124247,34.8594762,64.6863136,97.7453061
2011,2011.0,Export,Israel,Serbia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6000.0,,30.8124247,34.8594762,44.1534121,20.55144
2011,2011.0,Export,Israel,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",21656000.0,,30.8124247,34.8594762,22.3511148,78.6677428
2011,2011.0,Export,Israel,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",16162000.0,,30.8124247,34.8594762,1.357107,103.8194992
2011,2011.0,Export,Israel,Slovakia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",385000.0,,30.8124247,34.8594762,48.7411522,19.4528646
2011,2011.0,Export,Israel,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1759000.0,,30.8124247,34.8594762,15.9266657,107.9650855
2011,2011.0,Export,Israel,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1457000.0,,30.8124247,34.8594762,45.8133113,14.4808369
2011,2011.0,Export,Israel,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",15242000.0,,30.8124247,34.8594762,-28.8166236,24.991639
2011,2011.0,Export,Israel,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6449000.0,,30.8124247,34.8594762,39.3260685,-4.8379791
2011,2011.0,Export,Israel,Eswatini,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1000.0,,30.8124247,34.8594762,-26.5624806,31.3991317
2011,2011.0,Export,Israel,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2083000.0,,30.8124247,34.8594762,59.6749712,14.5208584
2011,2011.0,Export,Israel,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6035000.0,,30.8124247,34.8594762,46.7985624,8.2319736
2011,2011.0,Export,Israel,Syria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9000.0,,30.8124247,34.8594762,34.6401861,39.0494106
2011,2011.0,Export,Israel,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7784000.0,,30.8124247,34.8594762,14.8971921,100.83273
2011,2011.0,Export,Israel,Trinidad and Tobago,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",15000.0,,30.8124247,34.8594762,10.7466905,-61.0840075
2011,2011.0,Export,Israel,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",22599000.0,,30.8124247,34.8594762,38.9597594,34.9249653
2011,2011.0,Export,Israel,Uganda,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1000.0,,30.8124247,34.8594762,1.5333554,32.2166578
2011,2011.0,Export,Israel,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2177000.0,,30.8124247,34.8594762,49.4871968,31.2718321
2011,2011.0,Export,Israel,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",29000.0,,30.8124247,34.8594762,26.2540493,29.2675469
2011,2011.0,Export,Israel,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8717000.0,,30.8124247,34.8594762,54.7023545,-3.2765753
2011,2011.0,Export,Israel,United Rep. of Tanzania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1000.0,,30.8124247,34.8594762,,
2011,2011.0,Export,Israel,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",241876000.0,,30.8124247,34.8594762,39.7837304,-100.445882
2011,2011.0,Export,Israel,Uruguay,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",49000.0,,30.8124247,34.8594762,-32.8755548,-56.0201525
2011,2011.0,Export,Israel,Uzbekistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",31000.0,,30.8124247,34.8594762,41.32373,63.9528098
2011,2011.0,Export,Israel,Venezuela,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",249000.0,,30.8124247,34.8594762,8.0018709,-66.1109318
2011,2011.0,Export,Israel,Zambia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13000.0,,30.8124247,34.8594762,-14.5189121,27.5589884
2011,2011.0,Export,Israel,"Areas, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",25000.0,,30.8124247,34.8594762,,
