yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,98,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2019,2019,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,1040,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2019,2019,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,19266,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2019,2019,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,4209781,21.0000287,57.0036901,,
2019,2019,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Bahrain, Bahrain,2920,21.0000287,57.0036901,,
2019,2019,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Qatar, Qatar,1501427,21.0000287,57.0036901,,
2019,2019,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, United Arab Emirates, United Arab Emirates,2685027,21.0000287,57.0036901,,
