yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,17782,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2009,2009,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,107831,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2009,2009,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,26968,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2009,2009,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,307628,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2009,2009,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,World,World,3628369,21.0000287,57.0036901,,
