yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,116415,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2014,2014,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Egypt,Egypt,28774,16.3471243,47.8915271,,
2014,2014,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,342355,16.3471243,47.8915271,43.897683433510366,-100.08947125585888
2014,2014,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,73251,16.3471243,47.8915271,47.92172048214207,7.866753258497997
2014,2014,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,3025260,16.3471243,47.8915271,,
2014,2014,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Pakistan, Pakistan,35616,16.3471243,47.8915271,,
2014,2014,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Saudi Arabia, Saudi Arabia,28300,16.3471243,47.8915271,,
2014,2014,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, United Arab Emirates, United Arab Emirates,5440,16.3471243,47.8915271,,
