yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Import,Cyprus,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",725229742.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2019,2019.0,Import,Cyprus,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",647353.0,,34.9823018,33.1451285,-24.7761086,134.755
2019,2019.0,Import,Cyprus,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",741623.0,,34.9823018,33.1451285,47.59397,14.12456
2019,2019.0,Import,Cyprus,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47559.0,,34.9823018,33.1451285,26.1551249,50.5344606
2019,2019.0,Import,Cyprus,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12760619.0,,34.9823018,33.1451285,50.6402809,4.6667145
2019,2019.0,Import,Cyprus,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10418.0,,34.9823018,33.1451285,-10.3333333,-53.2
2019,2019.0,Import,Cyprus,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1587879.0,,34.9823018,33.1451285,42.6073975,25.4856617
2019,2019.0,Import,Cyprus,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",73067.0,,34.9823018,33.1451285,61.0666922,-107.991707
2019,2019.0,Import,Cyprus,Cabo Verde,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1096.0,,34.9823018,33.1451285,16.0000552,-24.0083947
2019,2019.0,Import,Cyprus,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",496.0,,34.9823018,33.1451285,7.5554942,80.7137847
2019,2019.0,Import,Cyprus,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5704208.0,,34.9823018,33.1451285,35.000074,104.999927
2019,2019.0,Import,Cyprus,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44360.0,,34.9823018,33.1451285,45.5643442,17.0118954
2019,2019.0,Import,Cyprus,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17981871.0,,34.9823018,33.1451285,49.7439047,15.3381061
2019,2019.0,Import,Cyprus,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",440161.0,,34.9823018,33.1451285,55.670249,10.3333283
2019,2019.0,Import,Cyprus,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",79997.0,,34.9823018,33.1451285,58.7523778,25.3319078
2019,2019.0,Import,Cyprus,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",157694.0,,34.9823018,33.1451285,63.2467777,25.9209164
2019,2019.0,Import,Cyprus,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19073160.0,,34.9823018,33.1451285,46.603354,1.8883335
2019,2019.0,Import,Cyprus,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4019.0,,34.9823018,33.1451285,32.3293809,-83.1137366
2019,2019.0,Import,Cyprus,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",116619105.0,,34.9823018,33.1451285,51.1638175,10.4478313
2019,2019.0,Import,Cyprus,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15298404.0,,34.9823018,33.1451285,38.9953683,21.9877132
2019,2019.0,Import,Cyprus,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",135834.0,,34.9823018,33.1451285,22.350627,114.1849161
2019,2019.0,Import,Cyprus,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3828867.0,,34.9823018,33.1451285,47.1817585,19.5060937
2019,2019.0,Import,Cyprus,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",648072.0,,34.9823018,33.1451285,-2.4833826,117.8902853
2019,2019.0,Import,Cyprus,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",384756.0,,34.9823018,33.1451285,52.865196,-7.9794599
