yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Bahrain,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,47548,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2006,2006,Export,Bahrain,4,Dairy produce; birds eggs; natural honey;,World,World,6048713,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,23013,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,5069539,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,5356,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Qatar, Qatar,15870,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,716411,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,42104,26.1551249,50.5344606,,
