yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Import,Djibouti,World,59.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",148008.0,,,,-36.8535712,174.7456809
2009,2009.0,Import,Djibouti,France,59.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",128630.0,,,,46.603354,1.8883335
2009,2009.0,Import,Djibouti,United Arab Emirates,59.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",11426.0,,,,24.0002488,53.9994829
2009,2009.0,Import,Djibouti,Yemen,59.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",7952.0,,,,16.3471243,47.8915271
