yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,81472,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2008,2008,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,119000,34.9823018,33.1451285,,
2008,2008,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,29756,34.9823018,33.1451285,,
2008,2008,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,7655,34.9823018,33.1451285,,
