yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2002,2002,Export,Comoros,55,manmade staple fibres,Sub-Saharan Africa,Africa,1539
2002,2002,Export,Comoros,55,manmade staple fibres,World,World,1539
